Ensembl_ID,GeneSymbol,Description,EntrezID,Biotype,Human_Ensembl_ID,Human_GeneSymbol,Human_Entrez_ID,Tibia_activity,Tibia_mean_FPKM,Femur_activity,Femur_mean_FPKM,Humerus_activity,Humerus_mean_FPKM,Active_tissue_number,InVitro_active_osteocytes,LaserCaptured_active_osteocytes,CollagenaseDigested_active_osteocytes,Female4_activity,Female4_mean_FPKM,Female10_activity,Female10_mean_FPKM,Female16_activity,Female16_mean_FPKM,Female26_activity,Female26_mean_FPKM,Male4_activity,Male4_mean_FPKM,Male10_activity,Male10_mean_FPKM,Male16_activity,Male16_mean_FPKM,Male26_activity,Male26_mean_FPKM,Skeletal_maturation_cluster,Skeletal_maturation_cluster_corr,Skeletal_maturation_cluster_corr_pval,Osteocyte_activity,Osteocyte_mean_FPKM,Osteocyte_marrow_activity,Osteocyte_marrow_mean_FPKM,LFC,LFC_CI_Upper,LFC_CI_Lower,Above_threshold,Ayturk_muscle,Ayturk_marrow,Ayturk_blood,Ayturk_contaminant,Osteocyte_transcriptome,Osteocyte_transcriptome_signature,Total_gene_universe,Osteocyte_Tau,Skeletal_GO_Term,Skeletal_MP_Term,Skeletal_annotation,IDGSW3_Day3_mean_CPM,IDGSW3_Day14_mean_CPM,IDGSW3_Day35_mean_CPM,IDGSW3_cluster,OBCD_phenotype
ENSMUSG00000089945,Palm2Akap2,Palm2-Akap2 readthrough transcript [Source:MGI Symbol;Acc:MGI:5141924],NA,protein_coding,ENSG00000241978,AKAP2,11217,8,3.935,8,3.51625,8,5.1325,7,TRUE,TRUE,FALSE,5,8.086,5,6.826,5,5.076,5,5.52,5,8.238,5,7.928,5,5.352,5,7.444,black,0.7684978,7.04E-09,5,6.12,3,0.87,2.646424,3.446192,1.846656,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.502,NA,FALSE,FALSE,4357.5,3521.08,2183.04,Early expression,FALSE
ENSMUSG00000037003,Tenc1,tensin like C1 domain-containing phosphatase [Source:MGI Symbol;Acc:MGI:2387586],209039,protein_coding,ENSG00000111077,TNS2,23371,8,26.18625,8,23.29625,8,26.55875,12,TRUE,FALSE,TRUE,5,20.174,5,27.696,5,22.014,5,23.236,5,18.032,5,30.346,5,27.656,5,31.618,pink,0.7677277,7.44E-09,5,35.54,5,6.022,2.581129,2.801321,2.360937,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.225,NA,FALSE,FALSE,190.33,351.33,140.33,Maturation,FALSE
ENSMUSG00000028469,Npr2,natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372],230103,protein_coding,ENSG00000159899,NPR2,4882,8,21.55875,8,17.73,8,19.6025,12,TRUE,TRUE,TRUE,5,20.98,5,23.154,5,20.878,5,21.734,5,19.684,5,25.686,5,21.592,5,25.004,pink,0.7676845,7.46E-09,5,23.898,5,3.664,2.811634,3.039703,2.583565,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.081,"GO:0001503, GO:0060348",TRUE,TRUE,2189.67,3461.67,1582,Maturation,FALSE
ENSMUSG00000020092,Pald1,"phosphatase domain containing, paladin 1 [Source:MGI Symbol;Acc:MGI:1351623]",27355,protein_coding,ENSG00000107719,PALD1,27143,8,10.72125,8,8.91125,8,9.09375,12,TRUE,TRUE,TRUE,5,12.616,5,10.626,5,10.686,5,10.376,5,12.662,5,10.528,5,9.638,5,8.498,brown,0.7672575,7.70E-09,5,12.206,5,1.602,2.932701,3.198856,2.666545,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.408,NA,FALSE,FALSE,227.67,370.67,394,Maturation,FALSE
ENSMUSG00000040003,Magi2,"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]",50791,protein_coding,ENSG00000187391,MAGI2,9863,8,41.68125,8,38.3225,8,39.4175,9,TRUE,FALSE,TRUE,5,31.048,5,29.224,5,30.894,5,33.856,5,30.798,5,24.606,5,25.934,5,22.984,brown,0.7660964,8.37E-09,5,45.832,5,2.194,4.181638,4.441932,3.921344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.769,NA,FALSE,FALSE,171,148,98,Early expression,FALSE
ENSMUSG00000020658,Efr3b,EFR3 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2444851],668212,protein_coding,ENSG00000084710,EFR3B,22979,8,2.535,8,1.9525,8,2.48,10,TRUE,FALSE,FALSE,5,3.26,5,3.01,5,2.958,5,2.478,5,3.198,5,3.19,5,2.938,5,4.162,black,0.7651203,8.97E-09,5,3.116,0,0.192,4.041653,4.645213,3.438092,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.173,NA,FALSE,FALSE,92.67,172.67,129,Maturation,FALSE
ENSMUSG00000026315,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8 [Source:MGI Symbol;Acc:MGI:894657]",NA,protein_coding,ENSG00000166401,SERPINB8,5271,8,2.49,8,2.95125,8,2.7775,8,TRUE,FALSE,FALSE,5,3.096,5,2.646,5,3.99,5,4.068,5,3.21,5,2.384,5,2.544,5,2.47,magenta,0.7650991,8.98E-09,5,2.942,2,0.59,2.27071,2.85148,1.689939,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.569,NA,FALSE,FALSE,141,77,40,Early expression,FALSE
ENSMUSG00000033491,Prss35,"protease, serine 35 [Source:MGI Symbol;Acc:MGI:2444800]",244954,protein_coding,ENSG00000146250,PRSS35,167681,8,44.2975,8,47.09625,8,28.1825,5,TRUE,FALSE,TRUE,5,49.564,5,64.89,5,34.378,5,20.938,5,57.344,5,48.758,5,19.874,5,6.646,brown,0.7648951,9.12E-09,5,26.798,5,2.684,3.198533,4.287392,2.109675,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.616,NA,FALSE,FALSE,187.67,1077.67,7413.33,Maturation,FALSE
ENSMUSG00000026640,Plxna2,plexin A2 [Source:MGI Symbol;Acc:MGI:107684],18845,protein_coding,ENSG00000076356,PLXNA2,5362,8,30.9425,8,25.39,8,26.97875,12,TRUE,TRUE,TRUE,5,26.018,5,22.604,5,20.966,5,20.298,5,24.226,5,22.748,5,20.514,5,20.452,black,0.7645911,9.32E-09,5,23.352,5,5.438,2.186723,2.409674,1.963772,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.694,GO:0060174,FALSE,TRUE,221.33,1537,1021.67,Maturation,TRUE
ENSMUSG00000036264,Fstl4,follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199],320027,protein_coding,ENSG00000053108,FSTL4,23105,8,1.95,8,1.055,8,1.06625,3,FALSE,FALSE,FALSE,5,1.902,5,1.614,5,1.208,5,0.77,5,2.436,5,1.838,4,0.774,5,0.868,black,0.764277,9.53E-09,5,1.578,0,0.092,3.871506,4.690529,3.052483,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.152,NA,FALSE,FALSE,0,2,7,Maturation,FALSE
ENSMUSG00000025856,Pdgfa,"platelet derived growth factor, alpha [Source:MGI Symbol;Acc:MGI:97527]",18590,protein_coding,ENSG00000197461,PDGFA,5154,8,35.81375,8,30.09375,8,32.8725,12,TRUE,TRUE,TRUE,5,41.03,5,37.37,5,35.964,5,34.948,5,39.472,5,31.57,5,31.336,5,29.96,brown,0.7640037,9.71E-09,5,40.588,5,5.472,3.02334,3.261957,2.784724,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.293,NA,FALSE,FALSE,171.33,259.67,754,Maturation,FALSE
ENSMUSG00000021701,Plk2,polo-like kinase 2 [Source:MGI Symbol;Acc:MGI:1099790],20620,protein_coding,ENSG00000145632,PLK2,10769,8,7.71125,8,5.51625,8,6.68375,12,TRUE,FALSE,TRUE,5,10.162,5,8.098,5,8.064,5,8.728,5,9.472,5,7.896,5,8.586,5,8.298,black,0.763991,9.72E-09,5,7.062,5,1.312,2.422337,2.94329,1.901383,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.273,NA,TRUE,TRUE,12862.33,6857.33,2330,Early expression,FALSE
ENSMUSG00000064080,Fbln2,fibulin 2 [Source:MGI Symbol;Acc:MGI:95488],14115,protein_coding,ENSG00000163520,FBLN2,2199,8,15.5225,8,13.685,8,18.605,11,TRUE,FALSE,TRUE,5,19.448,5,24.374,5,18.81,5,18.95,5,17.166,5,27.596,5,27.924,5,33.65,grey,0.7637986,9.86E-09,5,20.676,5,1.226,4.191308,5.102069,3.280546,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.41,NA,FALSE,FALSE,4600.67,6969,2963.33,Maturation,FALSE
ENSMUSG00000029207,Apbb2,"amyloid beta (A4) precursor protein-binding, family B, member 2 [Source:MGI Symbol;Acc:MGI:108405]",11787,protein_coding,ENSG00000163697,APBB2,323,8,36.75,8,34.62875,8,32.13125,12,TRUE,TRUE,TRUE,5,34.578,5,33.328,5,33.864,5,32.062,5,29.528,5,36.24,5,35.444,5,36.35,black,0.7636287,9.97E-09,5,36.744,5,7.752,2.18091,2.380571,1.98125,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.491,NA,FALSE,FALSE,1021.33,978.67,408.33,Early expression,FALSE
ENSMUSG00000104687,NA,NA,NA,TEC,NA,NA,NA,8,8.375,8,7.74,8,7.905,0,TRUE,FALSE,FALSE,5,7.626,5,6.488,5,7.05,5,6.75,5,7.562,5,5.816,5,5.726,5,4.932,brown,0.7634563,1.01E-08,5,7.718,5,0.92,3.089131,3.560636,2.617626,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,178.33,16.67,5.67,Early expression,FALSE
ENSMUSG00000080316,Spaca6,sperm acrosome associated 6 [Source:MGI Symbol;Acc:MGI:1922452],75202,protein_coding,ENSG00000182310,SPACA6,147650,8,37.92,8,32.83125,8,41.08625,12,TRUE,FALSE,FALSE,5,35.814,5,32.222,5,37.088,5,35.42,5,38.618,5,37.17,5,31.866,5,31.414,black,0.7632207,1.03E-08,5,47.426,5,6.634,2.913387,3.157031,2.669744,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.176,NA,FALSE,FALSE,547.33,294,83.33,Early expression,FALSE
ENSMUSG00000031563,Wwc2,"WW, C2 and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1261872]",52357,protein_coding,ENSG00000151718,WWC2,80014,8,11.71625,8,10.98375,8,11.83875,12,TRUE,FALSE,TRUE,5,11.09,5,12.03,5,11.206,5,11.98,5,10.344,5,12.172,5,10.782,5,11.674,black,0.7627153,1.06E-08,5,12.796,5,3.812,1.828704,2.024187,1.633221,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.386,NA,FALSE,FALSE,3163.67,3080.33,1254,Early expression,FALSE
ENSMUSG00000069763,Tmem100,transmembrane protein 100 [Source:MGI Symbol;Acc:MGI:1915138],67888,protein_coding,ENSG00000166292,TMEM100,55273,8,3.42125,8,2.14375,8,3.6675,11,TRUE,FALSE,FALSE,5,7.328,5,7.268,5,5.224,5,4.288,5,6.754,5,5.766,5,3.772,5,6.228,black,0.7620078,1.12E-08,5,3.166,0,0.44,2.798981,3.359161,2.238801,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.13,NA,FALSE,FALSE,91,183.33,40.67,Maturation,FALSE
ENSMUSG00000029381,Shroom3,shroom family member 3 [Source:MGI Symbol;Acc:MGI:1351655],NA,protein_coding,ENSG00000138771,SHROOM3,57619,8,7.225,8,6.97375,8,6.555,10,TRUE,FALSE,TRUE,5,2.68,5,4.302,5,5.85,5,6.51,5,2.312,5,4.196,5,4.59,5,5.346,purple,0.7612178,1.18E-08,5,9.684,5,1.88,2.688092,3.086665,2.289518,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.48,NA,TRUE,TRUE,102,124.33,49,Early expression,FALSE
ENSMUSG00000051048,P4ha3,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III [Source:MGI Symbol;Acc:MGI:2444049]",320452,protein_coding,ENSG00000149380,P4HA3,283208,8,3.33625,7,1.49,8,3.32625,2,TRUE,FALSE,FALSE,5,8.992,5,10.096,5,9.67,5,5.794,5,10.682,5,8.754,5,4.316,5,5.42,black,0.7602939,1.26E-08,5,3.302,0,0.172,4.021723,5.067533,2.975913,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.687,NA,FALSE,FALSE,2018.67,1888.67,472.67,Early expression,FALSE
ENSMUSG00000027955,Fam198b,"family with sequence similarity 198, member B [Source:MGI Symbol;Acc:MGI:1915909]",NA,protein_coding,ENSG00000164125,GASK1B,51313,8,12.68875,8,12.87625,8,13.05375,9,TRUE,TRUE,TRUE,5,25.69,5,22.78,5,22.426,5,22.858,5,25.028,5,15.712,5,13.746,5,15.358,brown,0.7600915,1.28E-08,5,14.998,5,1.856,3.24379,3.757146,2.730434,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.565,NA,FALSE,FALSE,7116.33,7851.67,2831.33,Early expression,FALSE
ENSMUSG00000086946,Gm15527,predicted gene 15527 [Source:MGI Symbol;Acc:MGI:3782974],NA,antisense,NA,NA,NA,6,0.91,7,0.9425,8,1.47875,0,FALSE,FALSE,FALSE,0,0.084,3,0.752,4,1.734,5,1.72,0,0.008,3,0.726,4,1.366,4,0.998,purple,0.759863,1.30E-08,5,2.938,0,0.058,4.188131,5.702603,2.673658,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,NA,FALSE,FALSE,0.33,2,0,Maturation,FALSE
ENSMUSG00000042751,Nmnat2,nicotinamide nucleotide adenylyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444155],226518,protein_coding,ENSG00000157064,NMNAT2,23057,8,5.02625,8,2.93125,8,3.7025,5,TRUE,FALSE,TRUE,5,4.958,5,3.956,5,3.652,5,3.73,5,5.686,5,4.822,5,3.552,5,3.648,black,0.7595888,1.32E-08,5,4.356,1,0.434,3.58518,4.234636,2.935725,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.264,NA,FALSE,FALSE,343.67,500.67,384.33,Maturation,FALSE
ENSMUSG00000031736,Crnde,colorectal neoplasia differentially expressed (non-protein coding) [Source:MGI Symbol;Acc:MGI:1918546],NA,lincRNA,NA,NA,NA,8,31.4675,8,28.88375,8,32.37875,9,TRUE,FALSE,FALSE,5,12.134,5,19.378,5,30.816,5,31.176,5,10.29,5,17.466,5,19.728,5,27.03,purple,0.7591585,1.36E-08,5,36.968,5,3.446,3.838713,4.511065,3.166361,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.824,NA,FALSE,FALSE,204.33,197.33,211.67,Maturation,FALSE
ENSMUSG00000037990,Sh3rf3,SH3 domain containing ring finger 3 [Source:MGI Symbol;Acc:MGI:2444637],237353,protein_coding,ENSG00000172985,SH3RF3,344558,8,3.21625,8,2.55375,8,3.65875,3,TRUE,TRUE,FALSE,5,3.192,5,3.4,5,3.526,5,2.772,5,3.996,5,3.492,5,3.572,5,4.158,pink,0.7589789,1.38E-08,5,3.376,3,0.56,2.734011,3.543877,1.924145,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.833,NA,FALSE,FALSE,389,493.33,100,Early expression,FALSE
ENSMUSG00000020814,Mxra7,matrix-remodelling associated 7 [Source:MGI Symbol;Acc:MGI:1914872],67622,protein_coding,NA,NA,NA,8,10.6175,8,6.67,8,11.385,12,TRUE,FALSE,TRUE,5,20.774,5,22.678,5,19.084,5,15.23,5,16.912,5,21.426,5,17.18,5,21.022,black,0.7588097,1.40E-08,5,14.112,4,1.63,3.120763,3.925893,2.315632,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.333,NA,TRUE,TRUE,442.67,720.33,406,Maturation,FALSE
ENSMUSG00000022197,Pdzd2,PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1922394],68070,protein_coding,ENSG00000133401,PDZD2,23037,8,60.87,8,53.5175,8,56.4525,11,TRUE,FALSE,TRUE,5,59.756,5,53.7,5,46.258,5,40.154,5,54.426,5,51.932,5,50.94,5,45.41,black,0.7586144,1.42E-08,5,52.86,5,8.782,2.621003,2.965513,2.276493,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.55,NA,FALSE,FALSE,121,115,884.33,Maturation,FALSE
ENSMUSG00000019929,Dcn,decorin [Source:MGI Symbol;Acc:MGI:94872],NA,protein_coding,ENSG00000011465,DCN,1634,8,586.64,8,506.3275,8,534.4588,12,TRUE,TRUE,TRUE,5,612.928,5,676.37,5,408.506,5,286.136,5,637.552,5,611.002,5,385.682,5,357.426,black,0.7579539,1.48E-08,5,393.726,5,35.834,3.460016,3.91742,3.002612,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.083,GO:0019800,TRUE,TRUE,17175.67,29231.67,31634,Maturation,FALSE
ENSMUSG00000057969,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]",20347,protein_coding,ENSG00000012171,SEMA3B,7869,8,17.5475,8,18.925,8,20.6025,11,TRUE,FALSE,TRUE,5,18.27,5,17.786,5,14.84,5,14.46,5,19.994,5,17.37,5,14.848,5,12.434,brown,0.7577117,1.51E-08,5,15.654,5,2.156,3.690292,4.329541,3.051042,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.49,NA,FALSE,FALSE,162,754.67,1908,Maturation,FALSE
ENSMUSG00000014329,Bicc1,bicaudal C homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1933388],83675,protein_coding,ENSG00000122870,BICC1,80114,8,34.8125,8,25.8975,8,32.1125,11,TRUE,FALSE,TRUE,5,37.658,5,38.554,5,38.79,5,36.204,5,36.174,5,34.012,5,27.936,5,31.952,black,0.7574533,1.53E-08,5,28.378,5,4.388,2.564446,2.925464,2.203429,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.667,NA,FALSE,FALSE,13290.33,16249.67,7112.67,Early expression,FALSE
ENSMUSG00000015134,Aldh1a3,"aldehyde dehydrogenase family 1, subfamily A3 [Source:MGI Symbol;Acc:MGI:1861722]",56847,protein_coding,ENSG00000184254,ALDH1A3,220,8,1.9975,8,0.98875,8,3.1875,5,TRUE,FALSE,FALSE,5,6.494,5,4.442,5,4.472,5,2.66,5,6.548,5,6.356,5,4.624,5,6.104,black,0.7570442,1.58E-08,5,3.89,1,0.346,3.834072,4.788975,2.879168,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.35,NA,TRUE,TRUE,100.33,347.67,68.33,Maturation,FALSE
ENSMUSG00000008575,Nfib,nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188],18028,protein_coding,ENSG00000147862,NFIB,4781,8,50.89875,8,41.41375,8,44.43625,12,TRUE,FALSE,TRUE,5,30.502,5,39.252,5,37.356,5,36.012,5,31.456,5,42.84,5,41.49,5,49.15,yellow,0.7567535,1.61E-08,5,40.3,5,6.008,2.757646,3.042568,2.472724,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.383,GO:0002062,FALSE,TRUE,5828.33,6238.67,3599,Early expression,FALSE
ENSMUSG00000040852,Plekhh2,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2 [Source:MGI Symbol;Acc:MGI:2146813]",213556,protein_coding,ENSG00000152527,PLEKHH2,130271,8,16.53375,8,18.11875,8,17.8925,9,TRUE,FALSE,TRUE,5,7.06,5,10.844,5,16.766,5,19.368,5,5.91,5,10.222,5,10.642,5,12.244,purple,0.7567616,1.61E-08,5,24.326,5,2.028,3.560165,3.956961,3.163369,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.881,NA,FALSE,FALSE,3940,3236.33,1076,Early expression,FALSE
ENSMUSG00000056679,Gpr173,G-protein coupled receptor 173 [Source:MGI Symbol;Acc:MGI:1918021],70771,protein_coding,ENSG00000184194,GPR173,54328,8,1.92125,8,1.6125,8,1.59875,7,TRUE,FALSE,FALSE,5,2.71,5,2.728,5,2.346,5,1.426,5,2.636,5,1.828,4,1.486,5,1.518,black,0.7564195,1.65E-08,5,1.914,0,0.29,3.152684,4.171545,2.133823,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.252,NA,FALSE,FALSE,35.33,58.33,34.33,Maturation,FALSE
ENSMUSG00000037813,D630003M21Rik,RIKEN cDNA D630003M21 gene [Source:MGI Symbol;Acc:MGI:3606579],228846,protein_coding,ENSG00000149633,KIAA1755,85449,8,1.9575,8,1.735,8,2.96,6,TRUE,FALSE,FALSE,5,1.496,5,2.59,5,3.174,5,3.218,5,1.796,5,3.414,5,2.794,5,4.182,yellow,0.7559074,1.71E-08,5,4.44,0,0.202,4.594227,5.322812,3.865643,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.429,NA,FALSE,FALSE,8,39,81.67,Maturation,FALSE
ENSMUSG00000020805,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5 [Source:MGI Symbol;Acc:MGI:3037150]",237831,protein_coding,ENSG00000141485,SLC13A5,284111,8,67.18375,8,57.69125,8,34.2525,3,TRUE,FALSE,TRUE,5,74.208,5,68.966,5,38.218,5,25.166,5,75.32,5,55.074,5,34.762,5,12.256,brown,0.7553842,1.77E-08,5,50.682,5,5.324,3.054875,4.00385,2.105899,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.95,NA,FALSE,FALSE,51.67,11.33,4911,Maturation,FALSE
ENSMUSG00000014782,Plekhg4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4 [Source:MGI Symbol;Acc:MGI:2142544]",102075,protein_coding,ENSG00000196155,PLEKHG4,25894,8,4.5475,8,2.09875,8,4.53125,3,TRUE,FALSE,TRUE,5,8.702,5,9.736,5,6.758,5,2.918,5,9.864,5,8.37,5,3.36,5,5.052,black,0.7548212,1.84E-08,5,3.886,0,0.196,4.11499,5.253955,2.976026,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.861,NA,FALSE,FALSE,858,960.67,690.33,Maturation,FALSE
ENSMUSG00000031465,Angpt2,angiopoietin 2 [Source:MGI Symbol;Acc:MGI:1202890],11601,protein_coding,ENSG00000091879,ANGPT2,285,8,4.91875,8,4.67875,8,4.62375,10,TRUE,TRUE,FALSE,5,4.752,5,4.018,5,3.784,5,3.718,5,4.478,5,3.834,5,3.332,5,3.106,black,0.7546802,1.85E-08,5,4.38,3,0.518,2.877825,3.493432,2.262218,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.623,NA,FALSE,FALSE,58,56,46,Maturation,FALSE
ENSMUSG00000007989,Fzd3,frizzled homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:108476],14365,protein_coding,ENSG00000104290,FZD3,7976,8,2.51,8,1.9975,8,2.41,6,TRUE,FALSE,TRUE,5,2.716,5,2,5,2.046,5,1.834,5,2.912,5,2.12,5,1.55,5,1.716,black,0.7541584,1.92E-08,5,2.762,0,0.322,2.963773,3.648799,2.278746,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.643,NA,FALSE,FALSE,12.67,23.67,17.67,Maturation,FALSE
ENSMUSG00000004267,Eno2,"enolase 2, gamma neuronal [Source:MGI Symbol;Acc:MGI:95394]",13807,protein_coding,ENSG00000111674,ENO2,2026,8,2.99125,8,2.19625,8,3.43,10,TRUE,TRUE,TRUE,5,6.29,5,6,5,5.176,5,5.684,5,3.276,5,5.39,5,5.51,5,6.556,pink,0.753614331,1.99E-08,5,4.15,1,0.586,2.789895777,3.363983879,2.215807675,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.125,NA,FALSE,FALSE,263,695.33,292.67,Maturation,FALSE
ENSMUSG00000056313,1810011O10Rik,RIKEN cDNA 1810011O10 gene [Source:MGI Symbol;Acc:MGI:1916318],69068,protein_coding,ENSG00000176907,TCIM,56892,8,7.71,8,6.69,8,6.77125,12,TRUE,FALSE,TRUE,5,13.106,5,10.708,5,9.612,5,8.264,5,12.666,5,11.728,5,7.07,5,8.122,black,0.7529731,2.08E-08,5,9.024,5,1.25,2.838021,3.488416,2.187626,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.149,NA,FALSE,FALSE,236.67,310.67,35.33,Early expression,FALSE
ENSMUSG00000102252,NA,NA,NA,protein_coding,ENSG00000128739,SNRPN,6638,5,1.37,5,0.755,7,2.06375,12,FALSE,FALSE,FALSE,5,1.502,5,1.774,5,1.696,4,1.518,5,1.93,5,3.448,5,2.594,5,5.496,yellow,0.7525006,2.15E-08,5,2.376,0,0.064,4.645925,6.401275,2.890575,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.008,NA,FALSE,FALSE,0,0,1.67,Maturation,FALSE
ENSMUSG00000050578,Mmp13,matrix metallopeptidase 13 [Source:MGI Symbol;Acc:MGI:1340026],17386,protein_coding,ENSG00000137745,MMP13,4322,8,285.5813,8,148.18,8,175.7875,1,TRUE,TRUE,TRUE,5,445.138,5,354.092,5,343.74,5,259.976,5,408.438,5,314.052,5,144.126,5,194.616,black,0.7522249,2.19E-08,5,121.348,5,15.998,2.889508,3.457804,2.321212,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.983,"GO:0001958, GO:0003417, GO:0030282, GO:0051216, GO:0060349",TRUE,TRUE,9033.67,19530.33,18767.67,Maturation,FALSE
ENSMUSG00000001036,Epn2,epsin 2 [Source:MGI Symbol;Acc:MGI:1333766],13855,protein_coding,ENSG00000072134,EPN2,22905,8,11.17125,8,10.09125,8,10.7525,12,TRUE,FALSE,TRUE,5,14.62,5,15.732,5,14.612,5,13.096,5,13.708,5,13.44,5,14.908,5,16.272,black,0.752013253,2.22E-08,5,13.818,5,2.222,2.753420726,3.068370235,2.438471217,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.186,NA,FALSE,FALSE,534,967.33,666.67,Maturation,FALSE
ENSMUSG00000032492,Pth1r,parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801],NA,protein_coding,ENSG00000160801,PTH1R,5745,8,74.32125,8,67.885,8,70.1275,11,TRUE,TRUE,TRUE,5,76.734,5,81.698,5,81.304,5,76.914,5,72.502,5,65.492,5,62.04,5,54.47,brown,0.7518614,2.24E-08,5,70.562,5,6.588,3.518728,3.846708,3.190747,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.629,"GO:0001501, GO:0001503, GO:0002062, GO:0002076, GO:0030282, GO:0045453",TRUE,TRUE,419,560.67,5641,Maturation,FALSE
